,event_id,gene_name,n_cells,slope
25,isoform1=junction:chr12:109526318-109530311:-|isoform2=junction:chr12:109528013-109530311:-@exon:chr12:109527814-109528012:-@junction:chr12:109526318-109527813:-,ALKBH2,26,1.222540493
26,isoform1=junction:chr12:25362846-25378547:-|isoform2=junction:chr12:25368495-25378547:-@exon:chr12:25368371-25368494:-@junction:chr12:25362846-25368370:-,KRAS,37,1.258069274
27,isoform1=junction:chr12:31451159-31478957:-|isoform2=junction:chr12:31458058-31478957:-@exon:chr12:31457916-31458057:-@junction:chr12:31451159-31457915:-,FAM60A,58,1.652788357
28,isoform1=junction:chr12:32890096-32891197:+|isoform2=junction:chr12:32890096-32890798:+@exon:chr12:32890799-32890876:+@junction:chr12:32890877-32891197:+,YARS2,24,4.092140891
29,isoform1=junction:chr12:4653071-4655474:+|isoform2=junction:chr12:4653071-4654947:+@exon:chr12:4654948-4654998:+@junction:chr12:4654999-4655474:+,RAD51AP1,30,-1.463095642
30,isoform1=junction:chr12:7084311-7084857:+|isoform2=junction:chr12:7084311-7084390:+@exon:chr12:7084391-7084540:+@junction:chr12:7084541-7084857:+,LPCAT3,50,-3.405750911
31,isoform1=junction:chr12:95365397-95396514:-|isoform2=junction:chr12:95388034-95396514:-@exon:chr12:95387946-95388033:-@junction:chr12:95365397-95387945:-,NDUFA12,59,-1.003867164
32,isoform1=junction:chr12:96396843-96400091:-|isoform2=junction:chr12:96397699-96400091:-@exon:chr12:96397616-96397698:-@junction:chr12:96396843-96397615:-,LTA4H,53,-1.140852833
33,isoform1=junction:chr13:37583947-37586328:-|isoform2=junction:chr13:37584793-37586328:-@exon:chr13:37584689-37584792:-@junction:chr13:37583947-37584688:-,SUPT20H,25,1.482854889
34,isoform1=junction:chr13:37622074-37625624:-|isoform2=junction:chr13:37622737-37625624:-@exon:chr13:37622701-37622736:-@junction:chr13:37622074-37622700:-,SUPT20H,29,1.251758459
35,isoform1=junction:chr13:53287005-53307353:-|isoform2=junction:chr13:53298246-53307353:-@exon:chr13:53298132-53298245:-@junction:chr13:53287005-53298131:-,LECT1,53,1.343583009
36,isoform1=junction:chr14:104195520-104198956:+|isoform2=junction:chr14:104195520-104196129:+@exon:chr14:104196130-104196183:+@junction:chr14:104196184-104198956:+,ZFYVE21,23,1.215436166
37,isoform1=junction:chr14:70795954-70826235:-|isoform2=junction:chr14:70809447-70826235:-@exon:chr14:70809375-70809446:-@junction:chr14:70795954-70809374:-,COX16,59,1.566985693
38,isoform1=junction:chr14:70842489-70883616:-|isoform2=junction:chr14:70855324-70883616:-@exon:chr14:70855187-70855323:-@junction:chr14:70842489-70855186:-,SYNJ2BP,36,1.057978958
39,isoform1=junction:chr14:73822475-73876644:-|isoform2=junction:chr14:73833690-73876644:-@exon:chr14:73833605-73833689:-@junction:chr14:73822475-73833604:-,NUMB,31,-1.016478468
40,isoform1=junction:chr15:25207357-25213078:+|isoform2=junction:chr15:25207357-25212175:+@exon:chr15:25212176-25212299:+@junction:chr15:25212300-25213078:+,SNRPN,57,9.442326036
41,isoform1=junction:chr15:25207357-25213078:+|isoform2=junction:chr15:25207357-25212175:+@exon:chr15:25212176-25212299:+@junction:chr15:25212300-25213078:+,SNURF,57,1.033755034
42,isoform1=junction:chr15:34520048-34521953:+|isoform2=junction:chr15:34520048-34520629:+@exon:chr15:34520630-34520790:+@junction:chr15:34520791-34521953:+,EMC4,53,1.030824625
43,isoform1=junction:chr15:35275692-35280316:-|isoform2=junction:chr15:35279875-35280316:-@exon:chr15:35279758-35279874:-@junction:chr15:35275692-35279757:-,ZNF770,49,-2.537905357
44,isoform1=junction:chr15:59191052-59193458:-|isoform2=junction:chr15:59192137-59193458:-@exon:chr15:59191668-59192136:-@junction:chr15:59191052-59191667:-,RNF111,31,1.088410866
45,isoform1=junction:chr15:60678286-60690141:-|isoform2=junction:chr15:60689538-60690141:-@exon:chr15:60689457-60689537:-@junction:chr15:60678286-60689456:-,ANXA2,50,1.382003448
46,isoform1=junction:chr15:64367737-64380885:-|isoform2=junction:chr15:64373351-64380885:-@exon:chr15:64373301-64373350:-@junction:chr15:64367737-64373300:-,FAM96A,56,1.431921923
47,isoform1=junction:chr15:69715669-69718408:+|isoform2=junction:chr15:69715669-69717620:+@exon:chr15:69717621-69717662:+@junction:chr15:69717663-69718408:+,KIF23,34,-2.168293445
48,isoform1=junction:chr16:90015223-90020650:+|isoform2=junction:chr16:90015223-90015824:+@exon:chr16:90015825-90015921:+@junction:chr16:90015922-90020650:+,DEF8,27,1.120993298
49,isoform1=junction:chr17:16343568-16344681:+|isoform2=junction:chr17:16343568-16344387:+@exon:chr17:16344388-16344444:+@junction:chr17:16344445-16344681:+,FAM211A,59,8.500232452
50,isoform1=junction:chr17:17174323-17184445:-|isoform2=junction:chr17:17179479-17184445:-@exon:chr17:17179349-17179478:-@junction:chr17:17174323-17179348:-,COPS3,53,-1.012172196
51,isoform1=junction:chr17:18692749-18700891:+|isoform2=junction:chr17:18692749-18694208:+@exon:chr17:18694209-18694353:+@junction:chr17:18694354-18700891:+,TVP23B,34,1.476646206
52,isoform1=junction:chr17:49231024-49233011:+|isoform2=junction:chr17:49231024-49231585:+@exon:chr17:49231586-49231805:+@junction:chr17:49231806-49233011:+,NME1,58,1.338236553
53,isoform1=junction:chr17:49231024-49233011:+|isoform2=junction:chr17:49231024-49231585:+@exon:chr17:49231586-49231805:+@junction:chr17:49231806-49233011:+,NME1-NME2,58,-2.643166402
54,isoform1=junction:chr17:5013164-5015094:-|isoform2=junction:chr17:5014515-5015094:-@exon:chr17:5014371-5014514:-@junction:chr17:5013164-5014370:-,ZNF232,23,1.718896042
55,isoform1=junction:chr17:5326150-5335861:+|isoform2=junction:chr17:5326150-5329290:+@exon:chr17:5329291-5329619:+@junction:chr17:5329620-5335861:+,RPAIN,33,1.129339757
56,isoform1=junction:chr17:5326150-5335861:+|isoform2=junction:chr17:5326150-5329290:+@exon:chr17:5329291-5331531:+@junction:chr17:5331532-5335861:+,RPAIN,47,1.411394408
57,isoform1=junction:chr17:5329620-5335861:+|isoform2=junction:chr17:5329620-5331390:+@exon:chr17:5331391-5331531:+@junction:chr17:5331532-5335861:+,RPAIN,51,1.380676015
58,isoform1=junction:chr18:13726729-13731474:+|isoform2=junction:chr18:13726729-13730625:+@exon:chr18:13730626-13730754:+@junction:chr18:13730755-13731474:+,FAM210A,55,1.934561932
59,isoform1=junction:chr19:21265155-21280990:+|isoform2=junction:chr19:21265155-21266783:+@exon:chr19:21266784-21266875:+@junction:chr19:21266876-21280990:+,ZNF714,25,-1.641898195
60,isoform1=junction:chr19:35749968-35757261:+|isoform2=junction:chr19:35749968-35753448:+@exon:chr19:35753449-35753595:+@junction:chr19:35753596-35757261:+,LSR,21,-1.321179321
61,isoform1=junction:chr19:36706099-36719649:+|isoform2=junction:chr19:36706099-36709023:+@exon:chr19:36709024-36709097:+@junction:chr19:36709098-36719649:+,ZNF146,25,1.541407751
62,isoform1=junction:chr19:37180400-37203287:+|isoform2=junction:chr19:37180400-37185703:+@exon:chr19:37185704-37185778:+@junction:chr19:37185779-37203287:+,ZNF567,24,1.041981815
63,isoform1=junction:chr19:41938314-41939441:-|isoform2=junction:chr19:41939340-41939441:-@exon:chr19:41939177-41939339:-@junction:chr19:41938314-41939176:-,ATP5SL,35,-1.048372182
64,isoform1=junction:chr19:45582636-45593364:+|isoform2=junction:chr19:45582636-45583164:+@exon:chr19:45583165-45583287:+@junction:chr19:45583288-45593364:+,GEMIN7,25,1.794106545
65,isoform1=junction:chr19:52803738-52819086:+|isoform2=junction:chr19:52803738-52817405:+@exon:chr19:52817406-52817532:+@junction:chr19:52817533-52819086:+,ZNF480,32,-1.508390061
66,isoform1=junction:chr19:53848886-53957903:+|isoform2=junction:chr19:53848886-53955027:+@novel_exon:chr19:53955028-53955118:+@junction:chr19:53955119-53957903:+,ZNF525,23,1.263124652
67,isoform1=junction:chr19:53848886-53957903:+|isoform2=junction:chr19:53848886-53955027:+@novel_exon:chr19:53955028-53955118:+@junction:chr19:53955119-53957903:+,ZNF845,23,-1.385730271
68,isoform1=junction:chr19:53879150-53957903:+|isoform2=junction:chr19:53879150-53955027:+@novel_exon:chr19:53955028-53955118:+@junction:chr19:53955119-53957903:+,ZNF525,24,1.083827338
69,isoform1=junction:chr19:58361930-58400134:-|isoform2=junction:chr19:58388411-58400134:-@exon:chr19:58388284-58388410:-@junction:chr19:58361930-58388283:-,ZNF587B,33,-1.483188915
70,isoform1=junction:chr1:101456188-101460665:-|isoform2=junction:chr1:101458297-101460665:-@exon:chr1:101458193-101458296:-@junction:chr1:101456188-101458192:-,DPH5,41,1.573194655
71,isoform1=junction:chr1:111492746-111506242:-|isoform2=junction:chr1:111495438-111506242:-@exon:chr1:111493910-111495437:-@junction:chr1:111492746-111493909:-,LRIF1,21,2.927986798
72,isoform1=junction:chr1:113246429-113249699:-|isoform2=junction:chr1:113247791-113249699:-@exon:chr1:113247722-113247790:-@junction:chr1:113246429-113247721:-,RHOC,25,1.078216403
73,isoform1=junction:chr1:150249041-150253245:+|isoform2=junction:chr1:150249041-150252053:+@exon:chr1:150252054-150252152:+@junction:chr1:150252153-150253245:+,C1orf54,26,1.474062185
74,isoform1=junction:chr1:153614906-153617539:+|isoform2=junction:chr1:153614906-153615702:+@exon:chr1:153615703-153615840:+@junction:chr1:153615841-153617539:+,CHTOP,20,-1.976966245
75,isoform1=junction:chr1:154187051-154192817:-|isoform2=junction:chr1:154192414-154192817:-@exon:chr1:154192312-154192413:-@junction:chr1:154187051-154192311:-,UBAP2L,40,-1.313077722
76,isoform1=junction:chr1:155180419-155182175:+|isoform2=junction:chr1:155180419-155181917:+@exon:chr1:155181918-155182010:+@junction:chr1:155182011-155182175:+,MTX1,33,1.430722621
77,isoform1=junction:chr1:155289480-155290199:+|isoform2=junction:chr1:155289480-155289584:+@exon:chr1:155289585-155289719:+@junction:chr1:155289720-155290199:+,FDPS,59,-2.287269014
78,isoform1=junction:chr1:155686920-155695172:+|isoform2=junction:chr1:155686920-155691307:+@exon:chr1:155691308-155691409:+@junction:chr1:155691410-155695172:+,DAP3,44,-1.21030086
79,isoform1=junction:chr1:155686920-155695172:+|isoform2=junction:chr1:155686920-155691307:+@exon:chr1:155691308-155691409:+@junction:chr1:155691410-155695172:+,MSTO1,44,-2.46118407
80,isoform1=junction:chr1:185278008-185278514:-|isoform2=junction:chr1:185278305-185278514:-@exon:chr1:185278135-185278304:-@junction:chr1:185278008-185278134:-,IVNS1ABP,43,-1.43583425
81,isoform1=junction:chr1:193028907-193044949:+|isoform2=junction:chr1:193028907-193038163:+@exon:chr1:193038164-193038764:+@junction:chr1:193038765-193044949:+,UCHL5,45,-1.103678131
82,isoform1=junction:chr1:227923201-227946695:+|isoform2=junction:chr1:227923201-227935392:+@exon:chr1:227935393-227935934:+@junction:chr1:227935935-227946695:+,SNAP47,21,1.488601025
83,isoform1=junction:chr1:228296020-228296655:-|isoform2=junction:chr1:228296176-228296655:-@exon:chr1:228296138-228296175:-@junction:chr1:228296020-228296137:-,MRPL55,36,1.186311812
84,isoform1=junction:chr1:23650226-23664246:-|isoform2=junction:chr1:23660125-23664246:-@exon:chr1:23660011-23660124:-@junction:chr1:23650226-23660010:-,HNRNPR,57,-1.029978537
85,isoform1=junction:chr1:242012330-242013710:+|isoform2=junction:chr1:242012330-242012410:+@exon:chr1:242012411-242012518:+@junction:chr1:242012519-242013710:+,EXO1,23,1.016565041
86,isoform1=junction:chr1:25667071-25678116:+|isoform2=junction:chr1:25667071-25669451:+@exon:chr1:25669452-25669564:+@junction:chr1:25669565-25678116:+,TMEM50A,49,1.631102386
87,isoform1=junction:chr1:28555535-28559431:-|isoform2=junction:chr1:28556764-28559431:-@exon:chr1:28556642-28556763:-@junction:chr1:28555535-28556641:-,DNAJC8,57,2.033710982
88,isoform1=junction:chr1:32377428-32384570:-|isoform2=junction:chr1:32381589-32384570:-@exon:chr1:32381496-32381588:-@junction:chr1:32377428-32381495:-,PTP4A2,52,-1.083070043
89,isoform1=junction:chr1:35545044-35561419:+|isoform2=junction:chr1:35545044-35559514:+@exon:chr1:35559515-35559684:+@junction:chr1:35559685-35561419:+,ZMYM1,22,1.131481482
90,isoform1=junction:chr1:44785417-44818521:-|isoform2=junction:chr1:44804995-44818521:-@exon:chr1:44804717-44804994:-@junction:chr1:44785417-44804716:-,ERI3,22,1.181827425
91,isoform1=junction:chr1:46033850-46034598:+|isoform2=junction:chr1:46033850-46034156:+@exon:chr1:46034157-46034356:+@junction:chr1:46034357-46034598:+,AKR1A1,55,1.413732755
92,isoform1=junction:chr1:75190519-75198639:-|isoform2=junction:chr1:75196105-75198639:-@exon:chr1:75196066-75196104:-@junction:chr1:75190519-75196065:-,CRYZ,51,-1.083277448
93,isoform1=junction:chr1:78207434-78225327:-|isoform2=junction:chr1:78211285-78225327:-@exon:chr1:78211106-78211284:-@junction:chr1:78207434-78211105:-,USP33,32,1.008340156
94,isoform1=junction:chr1:89449750-89458267:-|isoform2=junction:chr1:89454035-89458267:-@exon:chr1:89453935-89454034:-@junction:chr1:89449750-89453934:-,RBMXL1,25,1.834692698
95,isoform1=junction:chr1:95699872-95712097:+|isoform2=junction:chr1:95699872-95709766:+@exon:chr1:95709767-95710254:+@junction:chr1:95710255-95712097:+,RWDD3,25,1.109006367
96,isoform1=junction:chr20:13773874-13779106:+|isoform2=junction:chr20:13773874-13775483:+@exon:chr20:13775484-13775587:+@junction:chr20:13775588-13779106:+,NDUFAF5,29,1.874019476
97,isoform1=junction:chr20:17934762-17937576:-|isoform2=junction:chr20:17936120-17937576:-@exon:chr20:17936009-17936119:-@junction:chr20:17934762-17936008:-,OVOL2,49,-2.036613495
98,isoform1=junction:chr20:17937682-17949342:-|isoform2=junction:chr20:17949101-17949342:-@exon:chr20:17949018-17949100:-@junction:chr20:17937682-17949017:-,MGME1,41,-1.25457775
99,isoform1=junction:chr20:33867922-33871978:-|isoform2=junction:chr20:33868633-33871978:-@exon:chr20:33868457-33868632:-@junction:chr20:33867922-33868456:-,EIF6,58,-1.314082687
100,isoform1=junction:chr20:44442104-44444179:+|isoform2=junction:chr20:44442104-44443022:+@exon:chr20:44443023-44443109:+@junction:chr20:44443110-44444179:+,UBE2C,52,-1.413437784
101,isoform1=junction:chr20:45839543-45848908:-|isoform2=junction:chr20:45841371-45848908:-@exon:chr20:45841287-45841370:-@junction:chr20:45839543-45841286:-,ZMYND8,32,1.469760849
102,isoform1=junction:chr20:47770609-47790731:-|isoform2=junction:chr20:47782823-47790731:-@exon:chr20:47782534-47782822:-@junction:chr20:47770609-47782533:-,STAU1,43,1.493440765
103,isoform1=junction:chr20:47790807-47804652:-|isoform2=junction:chr20:47795782-47804652:-@exon:chr20:47795659-47795781:-@junction:chr20:47790807-47795658:-,STAU1,35,1.221630804
104,isoform1=junction:chr20:60878838-60881252:+|isoform2=junction:chr20:60878838-60879516:+@exon:chr20:60879517-60879633:+@junction:chr20:60879634-60881252:+,ADRM1,39,1.505689902
105,isoform1=junction:chr21:33974284-33975470:-|isoform2=junction:chr21:33974678-33975470:-@exon:chr21:33974582-33974677:-@junction:chr21:33974284-33974581:-,C21orf59,51,-1.054393176
106,isoform1=junction:chr21:40717201-40720217:-|isoform2=junction:chr21:40717885-40720217:-@exon:chr21:40717756-40717884:-@junction:chr21:40717201-40717755:-,HMGN1,46,1.793625684
107,isoform1=junction:chr22:35659868-35660640:+|isoform2=junction:chr22:35659868-35659974:+@exon:chr22:35659975-35660089:+@junction:chr22:35660090-35660640:+,HMGXB4,43,1.493786038
108,isoform1=junction:chr2:114195600-114198927:+|isoform2=junction:chr2:114195600-114196596:+@exon:chr2:114196597-114196694:+@junction:chr2:114196695-114198927:+,CBWD2,55,-1.919620321
109,isoform1=junction:chr2:128608260-128615601:-|isoform2=junction:chr2:128610680-128615601:-@exon:chr2:128610499-128610679:-@junction:chr2:128608260-128610498:-,POLR2D,22,1.179892917
110,isoform1=junction:chr2:183998352-184022171:+|isoform2=junction:chr2:183998352-184016235:+@exon:chr2:184016236-184016377:+@junction:chr2:184016378-184022171:+,NUP35,48,1.918614333
111,isoform1=junction:chr2:201284220-201305371:+|isoform2=junction:chr2:201284220-201303844:+@exon:chr2:201303845-201304051:+@junction:chr2:201304052-201305371:+,SPATS2L,28,1.894681144
112,isoform1=junction:chr2:201724470-201725960:-|isoform2=junction:chr2:201724939-201725960:-@exon:chr2:201724848-201724938:-@junction:chr2:201724470-201724847:-,CLK1,20,1.140848462
113,isoform1=junction:chr2:207014650-207018341:-|isoform2=junction:chr2:207017235-207018341:-@exon:chr2:207017143-207017234:-@junction:chr2:207014650-207017142:-,NDUFS1,34,-2.141539483
114,isoform1=junction:chr2:223752607-223773450:+|isoform2=junction:chr2:223752607-223765391:+@exon:chr2:223765392-223765498:+@junction:chr2:223765499-223773450:+,ACSL3,25,1.214331207
115,isoform1=junction:chr2:228190144-228195341:+|isoform2=junction:chr2:228190144-228193393:+@exon:chr2:228193394-228193505:+@junction:chr2:228193506-228195341:+,MFF,22,1.230730506
116,isoform1=junction:chr2:228190144-228197134:+|isoform2=junction:chr2:228190144-228193393:+@exon:chr2:228193394-228195562:+@junction:chr2:228195563-228197134:+,MFF,22,1.118212798
117,isoform1=junction:chr2:233421241-233428956:+|isoform2=junction:chr2:233421241-233422593:+@exon:chr2:233422594-233422728:+@junction:chr2:233422729-233428956:+,EIF4E2,48,-1.116564389
118,isoform1=junction:chr2:242089963-242097221:+|isoform2=junction:chr2:242089963-242092890:+@exon:chr2:242092891-242093019:+@junction:chr2:242093020-242097221:+,PPP1R7,37,-1.419546091
119,isoform1=junction:chr2:242618065-242625183:-|isoform2=junction:chr2:242619735-242625183:-@exon:chr2:242619644-242619734:-@junction:chr2:242618065-242619643:-,DTYMK,37,1.56533817
120,isoform1=junction:chr2:271940-275139:+|isoform2=junction:chr2:271940-272036:+@exon:chr2:272037-272150:+@junction:chr2:272151-275139:+,ACP1,59,-2.153564319
121,isoform1=junction:chr2:271940-275139:+|isoform2=junction:chr2:271940-272191:+@exon:chr2:272192-272305:+@junction:chr2:272306-275139:+,ACP1,53,-1.475173829
122,isoform1=junction:chr2:28113710-28117399:+|isoform2=junction:chr2:28113710-28115249:+@exon:chr2:28115250-28115315:+@junction:chr2:28115316-28117399:+,BRE,30,-1.086335209
123,isoform1=junction:chr2:70454955-70456395:-|isoform2=junction:chr2:70456224-70456395:-@exon:chr2:70456191-70456223:-@junction:chr2:70454955-70456190:-,TIA1,27,1.549524018
124,isoform1=junction:chr2:74154180-74185272:+|isoform2=junction:chr2:74154180-74173845:+@exon:chr2:74173846-74174033:+@junction:chr2:74174034-74185272:+,DGUOK,56,1.090328955
125,isoform1=junction:chr3:112052072-112063808:+|isoform2=junction:chr3:112052072-112059748:+@exon:chr3:112059749-112059830:+@junction:chr3:112059831-112063808:+,CD200,21,-1.256475802
126,isoform1=junction:chr3:120449635-120461308:-|isoform2=junction:chr3:120457515-120461308:-@exon:chr3:120457374-120457514:-@junction:chr3:120449635-120457373:-,RABL3,25,-3.128844099
127,isoform1=junction:chr3:141712428-141724282:-|isoform2=junction:chr3:141713984-141724282:-@exon:chr3:141713862-141713983:-@junction:chr3:141712428-141713861:-,TFDP2,53,-1.141189653
128,isoform1=junction:chr3:167438062-167452593:-|isoform2=junction:chr3:167443262-167452593:-@exon:chr3:167443189-167443261:-@junction:chr3:167438062-167443188:-,PDCD10,55,1.000274209
129,isoform1=junction:chr3:169491251-169492052:+|isoform2=junction:chr3:169491251-169491818:+@exon:chr3:169491819-169491885:+@junction:chr3:169491886-169492052:+,MYNN,29,1.700390317
130,isoform1=junction:chr3:180703785-180705810:-|isoform2=junction:chr3:180704811-180705810:-@exon:chr3:180704731-180704810:-@junction:chr3:180703785-180704730:-,DNAJC19,57,2.176369155
131,isoform1=junction:chr3:183558429-183562018:-|isoform2=junction:chr3:183560236-183562018:-@exon:chr3:183560086-183560235:-@junction:chr3:183558429-183560085:-,PARL,31,-1.427466976
132,isoform1=junction:chr3:3192730-3195107:-|isoform2=junction:chr3:3194272-3195107:-@exon:chr3:3194140-3194271:-@junction:chr3:3192730-3194139:-,CRBN,31,-1.102676388
133,isoform1=junction:chr3:42661201-42662920:+|isoform2=junction:chr3:42661201-42661507:+@exon:chr3:42661508-42661535:+@junction:chr3:42661536-42662920:+,NKTR,22,1.355371013
134,isoform1=junction:chr3:49712055-49713126:+|isoform2=junction:chr3:49712055-49712615:+@exon:chr3:49712616-49712742:+@junction:chr3:49712743-49713126:+,APEH,25,1.575048901
135,isoform1=junction:chr3:50137485-50140515:+|isoform2=junction:chr3:50137485-50137964:+@exon:chr3:50137965-50138038:+@junction:chr3:50138039-50140515:+,RBM5,20,2.138743583
136,isoform1=junction:chr3:98240287-98241692:-|isoform2=junction:chr3:98240548-98241692:-@exon:chr3:98240497-98240547:-@junction:chr3:98240287-98240496:-,CLDND1,38,1.103034942
137,isoform1=junction:chr4:122735203-122737523:+|isoform2=junction:chr4:122735203-122737298:+@exon:chr4:122737299-122737349:+@junction:chr4:122737350-122737523:+,CCNA2,48,-3.521477093
138,isoform1=junction:chr4:48887583-48896022:-|isoform2=junction:chr4:48894907-48896022:-@exon:chr4:48894789-48894906:-@junction:chr4:48887583-48894788:-,OCIAD2,59,1.278329092
139,isoform1=junction:chr4:48899875-48906500:-|isoform2=junction:chr4:48901943-48906500:-@exon:chr4:48901846-48901942:-@junction:chr4:48899875-48901845:-,OCIAD2,59,1.683525442
140,isoform1=junction:chr4:88901279-88902626:+|isoform2=junction:chr4:88901279-88901544:+@exon:chr4:88901545-88901586:+@junction:chr4:88901587-88902626:+,SPP1,24,-1.133718829
141,isoform1=junction:chr5:118792064-118809602:+|isoform2=junction:chr5:118792064-118807330:+@exon:chr5:118807331-118807395:+@junction:chr5:118807396-118809602:+,HSD17B4,46,-2.783453978
142,isoform1=junction:chr5:139661119-139682625:-|isoform2=junction:chr5:139680168-139682625:-@exon:chr5:139680001-139680167:-@junction:chr5:139661119-139680000:-,CYSTM1,56,-11.2031488
143,isoform1=junction:chr5:148892773-148899852:-|isoform2=junction:chr5:148897441-148899852:-@exon:chr5:148897357-148897440:-@junction:chr5:148892773-148897356:-,CSNK1A1,52,1.827422059
144,isoform1=junction:chr5:52899361-52942062:+|isoform2=junction:chr5:52899361-52900553:+@exon:chr5:52900554-52900725:+@junction:chr5:52900726-52942062:+,NDUFS4,56,3.574817537
145,isoform1=junction:chr5:65449425-65455046:+|isoform2=junction:chr5:65449425-65454636:+@exon:chr5:65454637-65454760:+@junction:chr5:65454761-65455046:+,SREK1,30,-1.040925719
146,isoform1=junction:chr5:68856070-68860926:+|isoform2=junction:chr5:68856070-68858499:+@exon:chr5:68858500-68858597:+@junction:chr5:68858598-68860926:+,GTF2H2C,32,-1.289301401
147,isoform1=junction:chr5:69366579-69372845:+|isoform2=junction:chr5:69366579-69372347:+@exon:chr5:69372348-69372401:+@junction:chr5:69372402-69372845:+,SMN2,31,1.487813345
